"","V1","V2"
"3272",99,NA
"3273",95,NA
"3274",95,NA
"3275",92,NA
"3276",96,NA
"3277",92,NA
"3278",NA,10
"3279",97,NA
"3280",95,NA
"3281",95,NA
"3282",99,NA
"3283",83,85
"3284",98,NA
"3285",92,NA
"3286",96,NA
"3287",98,NA
"3288",98,NA
"3289",92,NA
"3290",98,NA
"3291",98,NA
"3292",70,83
"3293",96,NA
"3294",84,92
"3295",2,18
"3296",97,NA
"3297",98,NA
"3298",97,NA
"3299",98,NA
"3300",97,NA
"3301",102,NA
"3302",99,NA
"3303",99,NA
"3304",97,NA
"3305",13,19
"3306",97,NA
"3307",99,NA
"3308",96,NA
"3309",11,21
"3310",98,NA
"3311",92,NA
"3312",97,NA
"3313",95,NA
"3314",103,NA
"3315",92,NA
"3316",47,57
"3317",85,96
"3318",91,97
"3319",97,NA
"3320",97,NA
"3321",96,NA
"3322",102,NA
"3323",92,NA
"3324",4,13
"3325",96,NA
"3326",97,NA
"3327",95,NA
"3328",95,NA
"3329",82,91
"3330",95,NA
"3331",95,NA
"3332",96,NA
"3333",61,68
"3334",103,NA
"3335",96,NA
"3336",99,NA
"3337",95,NA
"3338",92,NA
"3339",99,NA
"3340",88,NA
"3341",95,NA
"3342",98,NA
"3343",102,NA
"3344",NA,4
"3345",95,NA
"3346",99,NA
"3347",95,NA
"3348",95,NA
"3349",95,NA
"3350",14,32
"3351",84,95
"3352",81,84
"3353",96,NA
"3354",99,NA
"3355",102,NA
"3356",98,NA
"3357",102,NA
"3358",75,83
"3359",100,NA
"3360",99,NA
"3361",9,12
"3362",102,NA
"3363",102,NA
"3364",96,NA
"3365",97,NA
"3366",99,NA
"3367",102,NA
"3368",93,NA
"3369",102,NA
"3370",20,28
"3371",12,18
"3372",97,NA
"3373",12,21
"3374",9,12
"3375",95,NA
"3376",103,NA
"3377",102,NA
"3378",102,NA
"3379",102,NA
"3380",96,NA
"3381",97,NA
"3382",100,NA
"3383",97,NA
"3384",2,14
"3385",92,NA
"3386",98,NA
"3387",95,NA
"3388",96,NA
"3389",97,NA
"3390",98,NA
"3391",96,NA
"3392",100,NA
"3393",95,NA
"3394",97,NA
"3395",95,NA
"3396",35,42
"3397",96,NA
"3398",97,NA
"3399",99,NA
"3400",99,NA
"3401",92,NA
"3402",92,NA
"3403",12,20
"3404",102,NA
"3405",92,NA
"3406",96,NA
"3407",98,NA
"3408",103,NA
"3409",13,20
"3410",99,NA
"3411",99,NA
"3412",96,NA
"3413",92,NA
"3414",99,NA
"3415",NA,5
"3416",97,NA
"3417",95,NA
"3418",92,NA
"3419",103,NA
"3420",95,NA
"3421",103,NA
"3422",95,NA
"3423",92,NA
"3424",92,NA
"3425",55,64
"3426",11,28
"3427",98,NA
"3428",93,NA
"3429",99,NA
"3430",102,NA
"3431",102,NA
"3432",98,NA
"3433",96,NA
"3434",97,NA
"3435",97,NA
"3436",97,NA
"3437",98,NA
"3438",41,54
"3439",102,NA
"3440",32,33
"3441",88,96
"3442",96,NA
"3443",97,NA
"3444",97,NA
"3445",103,NA
"3446",96,NA
"3447",3,18
"3448",95,NA
"3449",99,NA
"3450",92,NA
"3451",95,NA
"3452",95,NA
"3453",14,18
"3454",99,NA
"3455",99,NA
"3456",96,NA
"3457",98,NA
"3458",95,NA
"3459",98,NA
"3460",96,NA
"3461",92,NA
"3462",7,12
"3463",95,NA
"3464",99,NA
"3465",92,NA
"3466",103,NA
"3467",98,NA
"3468",98,NA
"3469",92,NA
"3470",95,NA
"3471",96,NA
"3472",95,NA
"3473",63,69
"3474",97,NA
"3475",NA,20
"3476",102,NA
"3477",98,NA
"3478",99,NA
"3479",60,83
"3480",102,NA
"3481",100,NA
"3482",95,NA
"3483",82,92
"3484",92,NA
"3485",102,NA
"3486",97,NA
"3487",96,NA
"3488",97,NA
"3489",97,NA
"3490",92,NA
"3491",95,NA
"3492",89,99
"3493",92,NA
"3494",96,NA
"3495",95,NA
"3496",92,NA
"3497",95,NA
"3498",97,NA
"3499",12,18
"3500",99,NA
"3501",12,18
"3502",97,NA
"3503",102,NA
"3504",7,13
"3505",96,NA
"3506",96,NA
"3507",12,18
"3508",61,82
"3509",95,NA
"3510",96,NA
"3511",75,81
"3512",93,NA
"3513",98,NA
"3514",92,NA
"3515",99,NA
"3516",103,NA
"3517",92,NA
"3518",95,NA
"3519",97,NA
"3520",89,97
"3521",97,NA
"3522",102,NA
"3523",95,NA
"3524",100,NA
"3525",92,NA
"3526",95,NA
"3527",103,NA
"3528",95,NA
"3529",18,26
"3530",99,NA
"3531",92,NA
"3532",95,NA
"3533",93,NA
"3534",102,NA
"3535",95,NA
"3536",92,NA
"3537",102,NA
"3538",92,NA
"3539",78,89
"3540",93,NA
"3541",96,NA
"3542",98,NA
"3543",92,NA
"3544",92,NA
"3545",92,NA
"3546",98,NA
"3547",91,92
"3548",95,NA
"3549",92,NA
"3550",8,11
"3551",99,NA
"3552",96,NA
"3553",91,97
"3554",103,NA
"3555",92,NA
"3556",98,NA
"3557",99,NA
"3558",98,NA
"3559",93,NA
"3560",97,NA
"3561",98,103
"3562",97,NA
"3563",93,NA
"3564",98,NA
"3565",103,NA
"3566",53,70
"3567",98,NA
"3568",26,34
"3569",81,84
"3570",14,26
"3571",76,89
"3572",103,NA
"3573",33,48
"3574",102,NA
"3575",96,NA
"3576",95,NA
"3577",92,NA
"3578",91,93
"3579",96,NA
"3580",95,NA
"3581",26,33
"3582",103,NA
"3583",92,NA
"3584",12,19
"3585",95,NA
"3586",18,32
"3587",102,NA
"3588",5,18
"3589",6,12
"3590",95,NA
"3591",95,NA
"3592",103,NA
"3593",95,NA
"3594",99,NA
"3595",95,NA
"3596",92,NA
"3597",9,12
"3598",96,NA
"3599",11,22
"3600",97,NA
"3601",96,NA
"3602",96,NA
"3603",97,NA
"3604",96,NA
"3605",98,NA
"3606",95,NA
"3607",96,NA
"3608",92,NA
"3609",97,NA
"3610",95,NA
"3611",77,NA
"3612",97,NA
"3613",99,NA
"3614",103,NA
"3615",92,NA
"3616",96,NA
"3617",97,NA
"3618",97,NA
"3619",97,NA
"3620",97,NA
"3621",97,NA
"3622",102,NA
"3623",102,NA
"3624",98,NA
"3625",102,NA
"3626",92,NA
"3627",96,NA
"3628",98,NA
"3629",95,NA
"3630",99,NA
"3631",97,NA
"3632",96,NA
"3633",97,NA
"3634",97,NA
"3635",102,NA
"3636",92,NA
"3637",96,NA
"3638",102,NA
"3639",98,NA
"3640",102,NA
"3641",96,NA
"3642",97,NA
"3643",92,NA
"3644",98,NA
"3645",96,NA
"3646",96,NA
"3647",96,NA
"3648",98,NA
"3649",98,NA
"3650",98,NA
"3651",99,NA
"3652",96,NA
"3653",100,NA
"3654",98,NA
"3655",97,NA
"3656",28,40
"3657",92,NA
"3658",71,81
"3659",92,NA
"3660",95,NA
"3661",96,NA
"3662",95,NA
"3663",88,NA
"3664",100,NA
"3665",96,NA
"3666",100,NA
"3667",98,NA
"3668",97,NA
"3669",53,61
"3670",102,NA
"3671",99,NA
"3672",93,NA
"3673",95,NA
"3674",92,NA
"3675",92,NA
"3676",NA,3
"3677",13,18
"3678",93,NA
"3679",96,NA
"3680",96,NA
"3681",97,NA
"3682",98,NA
"3683",99,NA
"3684",99,NA
"3685",100,NA
"3686",98,NA
"3687",97,NA
"3688",18,27
"3689",97,NA
"3690",95,NA
"3691",103,NA
"3692",92,NA
"3693",99,NA
"3694",99,NA
"3695",103,NA
"3696",97,NA
"3697",13,21
"3698",102,NA
"3699",98,NA
"3700",74,82
"3701",99,NA
"3702",99,NA
"3703",92,NA
"3704",77,88
"3705",98,NA
"3706",98,NA
"3707",96,NA
"3708",99,NA
"3709",102,NA
"3710",98,NA
"3711",92,NA
"3712",97,NA
"3713",98,NA
"3714",97,NA
"3715",74,81
"3716",85,NA
"3717",103,NA
"3718",98,NA
"3719",7,12
"3720",70,81
"3721",95,NA
"3722",95,NA
"3723",97,NA
"3724",98,NA
"3725",76,84
"3726",93,NA
"3727",98,NA
"3728",14,18
"3729",98,NA
"3730",98,NA
"3731",97,NA
"3732",7,15
"3733",96,NA
"3734",102,NA
"3735",97,NA
"3736",83,85
"3737",96,NA
"3738",100,NA
"3739",92,NA
"3740",95,NA
"3741",99,NA
"3742",95,NA
"3743",10,12
"3744",102,NA
"3745",95,NA
"3746",103,NA
"3747",97,NA
"3748",95,NA
"3749",103,NA
"3750",102,NA
"3751",98,NA
"3752",103,NA
"3753",98,NA
"3754",97,NA
"3755",97,NA
"3756",93,NA
"3757",96,NA
"3758",92,NA
"3759",100,NA
"3760",95,NA
"3761",95,NA
"3762",99,NA
"3763",99,NA
"3764",97,NA
"3765",99,NA
"3766",91,NA
"3767",98,NA
"3768",96,NA
"3769",97,NA
"3770",99,NA
"3771",97,NA
"3772",95,NA
"3773",97,NA
"3774",103,NA
"3775",96,NA
"3776",99,NA
"3777",96,NA
"3778",6,13
"3779",95,NA
"3780",98,NA
"3781",102,NA
"3782",95,NA
"3783",102,NA
"3784",97,NA
"3785",96,NA
"3786",48,57
"3787",96,NA
"3788",98,NA
"3789",102,NA
"3790",102,NA
"3791",28,36
"3792",98,NA
"3793",92,NA
"3794",98,NA
"3795",92,NA
"3796",98,NA
"3797",97,NA
"3798",98,NA
"3799",92,NA
"3800",97,NA
"3801",96,NA
"3802",95,NA
"3803",95,NA
"3804",18,26
"3805",102,NA
"3806",12,21
"3807",97,NA
"3808",97,NA
"3809",99,NA
"3810",96,NA
"3811",103,NA
"3812",97,NA
"3813",97,NA
"3814",93,NA
"3815",100,NA
"3816",99,NA
"3817",96,NA
"3818",92,NA
"3819",98,NA
"3820",NA,12
"3821",98,NA
"3822",95,NA
"3823",95,NA
"3824",92,NA
"3825",92,NA
"3826",96,NA
"3827",99,NA
"3828",98,NA
"3829",96,NA
"3830",97,NA
"3831",92,NA
"3832",103,NA
"3833",97,NA
"3834",97,NA
"3835",97,NA
"3836",103,NA
"3837",92,NA
"3838",96,NA
"3839",95,NA
"3840",102,NA
"3841",102,NA
"3842",102,NA
"3843",99,NA
"3844",98,NA
"3845",95,NA
"3846",11,18
"3847",103,NA
"3848",69,84
"3849",95,NA
"3850",98,NA
"3851",12,18
"3852",96,NA
"3853",99,NA
"3854",100,NA
"3855",96,NA
"3856",93,NA
"3857",96,NA
"3858",92,NA
"3859",76,91
"3860",99,NA
"3861",103,NA
"3862",92,NA
"3863",99,NA
"3864",89,92
"3865",18,26
"3866",92,NA
"3867",99,NA
"3868",95,NA
"3869",96,NA
"3870",96,NA
"3871",102,NA
"3872",102,NA
"3873",96,NA
"3874",95,NA
"3875",99,NA
"3876",102,NA
"3877",95,NA
"3878",98,NA
"3879",96,NA
"3880",95,NA
"3881",92,NA
"3882",99,NA
"3883",27,36
"3884",95,NA
"3885",97,NA
"3886",95,NA
"3887",99,NA
"3888",92,NA
"3889",99,NA
"3890",96,NA
"3891",97,NA
"3892",97,NA
"3893",3,11
"3894",98,NA
"3895",96,NA
"3896",97,NA
"3897",99,NA
"3898",96,NA
"3899",97,NA
"3900",92,NA
"3901",99,NA
"3902",95,NA
"3903",102,NA
"3904",95,NA
"3905",102,NA
"3906",100,NA
"3907",97,NA
"3908",97,NA
"3909",96,NA
"3910",99,NA
"3911",96,NA
"3912",6,13
"3913",96,NA
"3914",102,NA
"3915",1,13
"3916",97,NA
"3917",96,NA
"3918",98,NA
"3919",96,NA
"3920",19,26
"3921",102,NA
"3922",95,NA
"3923",95,NA
"3924",95,NA
"3925",92,NA
"3926",98,NA
"3927",92,NA
"3928",20,28
"3929",92,NA
"3930",92,NA
"3931",95,NA
"3932",98,NA
"3933",92,NA
"3934",96,NA
"3935",13,19
"3936",99,NA
"3937",92,NA
"3938",97,NA
"3939",92,NA
"3940",14,18
"3941",89,NA
"3942",88,92
"3943",95,NA
"3944",92,NA
"3945",78,91
"3946",99,NA
"3947",2,14
"3948",98,NA
"3949",96,NA
"3950",99,NA
"3951",92,NA
"3952",NA,5
"3953",92,NA
"3954",97,NA
"3955",97,NA
"3956",98,NA
"3957",92,NA
"3958",96,NA
"3959",18,28
"3960",96,NA
"3961",95,NA
"3962",102,NA
"3963",96,NA
"3964",NA,9
"3965",96,NA
"3966",11,20
"3967",96,NA
"3968",68,91
"3969",96,NA
"3970",9,12
"3971",12,18
"3972",NA,13
"3973",96,NA
"3974",96,NA
"3975",92,NA
"3976",103,NA
"3977",92,NA
"3978",100,NA
"3979",102,NA
"3980",95,NA
"3981",93,NA
"3982",98,NA
"3983",92,NA
"3984",102,NA
"3985",99,NA
"3986",97,NA
"3987",98,NA
"3988",97,NA
"3989",98,NA
"3990",93,NA
"3991",20,32
"3992",103,NA
"3993",96,NA
"3994",95,NA
"3995",99,NA
"3996",96,NA
"3997",92,NA
"3998",5,13
"3999",49,67
"4000",6,14
"4001",96,NA
"4002",102,NA
"4003",50,60
"4004",12,18
"4005",10,13
"4006",95,NA
"4007",97,NA
"4008",96,NA
"4009",95,NA
"4010",95,NA
"4011",97,NA
"4012",96,NA
"4013",95,NA
"4014",81,NA
"4015",14,18
"4016",92,NA
"4017",96,NA
"4018",NA,7
"4019",97,NA
"4020",98,NA
"4021",102,NA
"4022",85,NA
"4023",96,NA
"4024",96,NA
"4025",99,NA
"4026",96,NA
"4027",96,NA
"4028",92,NA
"4029",102,NA
"4030",93,NA
"4031",6,13
"4032",102,NA
"4033",97,NA
"4034",103,NA
"4035",77,91
"4036",93,NA
"4037",88,NA
"4038",97,NA
"4039",102,NA
"4040",95,NA
"4041",95,NA
"4042",99,NA
"4043",97,NA
"4044",96,NA
"4045",98,NA
"4046",99,NA
"4047",96,NA
"4048",98,NA
"4049",12,28
"4050",98,NA
"4051",97,NA
"4052",92,NA
"4053",99,NA
"4054",97,NA
"4055",97,NA
"4056",92,NA
"4057",92,NA
"4058",99,NA
"4059",99,NA
"4060",95,NA
"4061",97,NA
"4062",92,NA
"4063",97,NA
"4064",99,NA
"4065",97,NA
"4066",103,NA
"4067",103,NA
"4068",102,NA
"4069",102,NA
"4070",97,NA
"4071",103,NA
"4072",92,NA
"4073",97,NA
"4074",82,91
"4075",97,NA
"4076",102,NA
"4077",102,NA
"4078",96,NA
"4079",97,NA
"4080",98,NA
"4081",98,NA
"4082",97,NA
"4083",102,NA
"4084",97,NA
"4085",95,NA
"4086",96,NA
"4087",102,NA
"4088",88,NA
"4089",102,NA
"4090",2,12
"4091",99,NA
"4092",95,NA
"4093",98,NA
"4094",96,NA
"4095",83,88
"4096",99,NA
"4097",102,NA
"4098",91,97
"4099",97,NA
"4100",99,NA
"4101",92,NA
"4102",95,NA
"4103",97,NA
"4104",92,NA
"4105",99,NA
"4106",28,33
"4107",98,NA
"4108",97,NA
"4109",103,NA
"4110",21,27
"4111",102,NA
"4112",99,NA
"4113",95,NA
"4114",11,20
"4115",97,NA
"4116",99,NA
"4117",103,NA
"4118",102,NA
"4119",95,NA
"4120",96,NA
"4121",103,NA
"4122",97,NA
"4123",99,NA
"4124",99,NA
"4125",96,NA
"4126",92,NA
"4127",95,NA
"4128",96,NA
"4129",95,NA
"4130",102,NA
"4131",102,NA
"4132",32,34
"4133",92,NA
"4134",98,NA
"4135",96,NA
"4136",96,NA
"4137",98,NA
"4138",NA,13
"4139",98,NA
"4140",103,NA
"4141",19,26
"4142",95,NA
"4143",96,NA
"4144",103,NA
"4145",96,NA
"4146",98,NA
"4147",99,NA
"4148",93,NA
"4149",102,NA
"4150",98,NA
"4151",99,NA
"4152",99,NA
"4153",103,NA
"4154",96,NA
"4155",100,NA
"4156",77,97
"4157",92,NA
"4158",103,NA
"4159",83,NA
"4160",96,NA
"4161",92,NA
"4162",61,74
"4163",95,NA
"4164",92,NA
"4165",99,NA
"4166",97,NA
"4167",96,NA
"4168",102,NA
"4169",78,89
"4170",99,NA
"4171",102,NA
"4172",100,NA
"4173",95,NA
"4174",2,26
"4175",96,NA
"4176",96,NA
"4177",93,NA
"4178",103,NA
"4179",98,NA
"4180",92,NA
"4181",103,NA
"4182",103,NA
"4183",102,NA
"4184",96,NA
"4185",103,NA
"4186",98,NA
"4187",92,NA
"4188",95,NA
"4189",97,NA
"4190",89,NA
"4191",99,NA
"4192",92,NA
"4193",14,18
"4194",95,NA
"4195",92,NA
"4196",49,62
"4197",92,NA
"4198",85,92
"4199",95,NA
"4200",99,NA
"4201",75,89
"4202",102,NA
"4203",33,41
"4204",102,NA
"4205",99,NA
"4206",97,NA
"4207",92,NA
"4208",99,NA
"4209",96,NA
"4210",85,95
"4211",12,19
"4212",92,NA
"4213",97,NA
"4214",95,NA
"4215",92,NA
"4216",96,NA
"4217",92,NA
"4218",98,NA
"4219",103,NA
"4220",102,NA
"4221",95,NA
"4222",92,NA
"4223",95,NA
"4224",96,NA
"4225",92,NA
"4226",78,89
"4227",98,NA
"4228",98,NA
"4229",92,NA
"4230",98,NA
"4231",93,NA
"4232",98,NA
"4233",11,18
"4234",92,NA
"4235",92,NA
"4236",96,NA
"4237",98,NA
"4238",98,NA
"4239",95,NA
"4240",92,NA
"4241",103,NA
"4242",97,NA
"4243",97,NA
"4244",99,NA
"4245",96,NA
"4246",92,NA
"4247",103,NA
"4248",93,NA
"4249",97,NA
"4250",92,NA
"4251",96,NA
"4252",102,NA
"4253",95,NA
"4254",85,100
"4255",97,NA
"4256",96,NA
"4257",98,NA
"4258",99,NA
"4259",82,88
"4260",84,NA
"4261",97,NA
"4262",11,21
"4263",96,NA
"4264",96,NA
"4265",99,NA
"4266",95,NA
"4267",91,95
"4268",96,NA
"4269",20,26
"4270",92,NA
"4271",96,NA
"4272",6,12
"4273",12,20
"4274",103,NA
"4275",95,NA
"4276",97,NA
"4277",98,NA
"4278",102,NA
"4279",78,96
"4280",95,NA
"4281",99,NA
"4282",92,NA
"4283",99,NA
"4284",96,NA
"4285",97,NA
"4286",103,NA
"4287",99,NA
"4288",98,NA
"4289",99,NA
"4290",95,NA
"4291",99,NA
"4292",95,NA
"4293",92,NA
"4294",103,NA
"4295",96,NA
"4296",100,NA
"4297",95,NA
"4298",96,NA
"4299",95,NA
"4300",96,NA
"4301",92,NA
"4302",99,NA
"4303",96,NA
"4304",98,NA
"4305",97,NA
"4306",99,NA
"4307",78,NA
"4308",91,NA
"4309",8,11
"4310",95,NA
"4311",99,NA
"4312",98,NA
"4313",98,NA
"4314",99,NA
"4315",20,26
"4316",78,95
"4317",103,NA
"4318",83,NA
"4319",3,19
"4320",96,NA
"4321",102,NA
"4322",92,NA
"4323",92,NA
"4324",97,NA
"4325",4,12
"4326",85,NA
"4327",97,NA
"4328",92,NA
"4329",92,NA
"4330",97,NA
"4331",92,NA
"4332",96,NA
"4333",20,27
"4334",18,26
"4335",NA,14
"4336",97,NA
"4337",102,NA
"4338",97,NA
"4339",99,NA
"4340",97,NA
"4341",97,NA
"4342",97,NA
"4343",97,NA
"4344",18,26
"4345",100,NA
"4346",95,NA
"4347",14,26
"4348",96,NA
"4349",95,NA
"4350",103,NA
"4351",84,NA
"4352",102,NA
"4353",96,NA
"4354",95,NA
"4355",96,NA
"4356",99,NA
"4357",7,12
"4358",98,NA
"4359",5,21
"4360",88,97
"4361",46,49
"4362",96,NA
"4363",103,NA
"4364",92,NA
"4365",96,NA
"4366",102,NA
"4367",96,NA
"4368",95,NA
"4369",99,NA
"4370",99,NA
"4371",50,67
"4372",96,NA
"4373",20,27
"4374",84,93
"4375",81,91
"4376",103,NA
"4377",98,NA
"4378",103,NA
"4379",102,NA
"4380",97,NA
"4381",97,NA
"4382",99,NA
"4383",103,NA
"4384",9,11
"4385",99,NA
"4386",98,NA
"4387",93,NA
"4388",98,NA
"4389",97,NA
"4390",95,NA
"4391",14,26
"4392",99,NA
"4393",102,NA
"4394",95,NA
"4395",98,NA
"4396",98,NA
"4397",95,NA
"4398",95,NA
"4399",89,95
"4400",103,NA
"4401",95,NA
"4402",92,NA
"4403",98,NA
"4404",11,21
"4405",96,NA
"4406",18,32
"4407",102,NA
"4408",7,13
"4409",95,NA
"4410",39,43
"4411",97,NA
"4412",92,NA
"4413",102,NA
"4414",99,NA
"4415",96,NA
"4416",96,NA
"4417",97,NA
"4418",99,NA
"4419",95,NA
"4420",97,NA
"4421",99,NA
"4422",9,12
"4423",92,NA
"4424",96,NA
"4425",98,NA
"4426",93,NA
"4427",100,NA
"4428",95,NA
"4429",95,NA
"4430",92,NA
"4431",99,NA
"4432",97,NA
"4433",98,NA
"4434",103,NA
"4435",92,NA
"4436",96,NA
"4437",18,26
"4438",92,NA
"4439",95,NA
"4440",95,NA
"4441",100,NA
"4442",98,NA
"4443",102,NA
"4444",97,NA
"4445",97,NA
"4446",96,NA
"4447",97,NA
"4448",88,NA
"4449",98,NA
"4450",98,NA
"4451",83,88
"4452",99,NA
"4453",97,NA
"4454",98,NA
"4455",102,NA
"4456",95,NA
"4457",96,NA
"4458",99,NA
"4459",96,NA
"4460",92,NA
"4461",96,NA
"4462",89,NA
"4463",92,NA
"4464",92,NA
"4465",95,NA
"4466",78,NA
"4467",3,19
"4468",98,NA
"4469",99,NA
"4470",98,NA
"4471",103,NA
"4472",99,NA
"4473",102,NA
"4474",89,NA
"4475",102,NA
"4476",97,NA
"4477",97,NA
"4478",99,NA
"4479",98,NA
"4480",83,88
"4481",95,NA
"4482",96,NA
"4483",102,NA
"4484",100,NA
"4485",2,27
"4486",95,NA
"4487",99,NA
"4488",92,NA
"4489",95,NA
"4490",98,NA
"4491",97,NA
"4492",18,27
"4493",99,NA
"4494",95,NA
"4495",97,NA
"4496",98,NA
"4497",95,NA
"4498",26,39
"4499",92,NA
"4500",95,NA
"4501",96,NA
"4502",99,NA
"4503",92,NA
"4504",4,14
"4505",103,NA
"4506",96,NA
"4507",14,18
"4508",97,NA
"4509",97,NA
"4510",97,NA
"4511",100,NA
"4512",92,NA
"4513",92,NA
"4514",98,NA
"4515",98,NA
"4516",97,NA
"4517",95,NA
"4518",102,NA
"4519",95,NA
"4520",70,82
"4521",69,81
"4522",95,NA
"4523",102,NA
"4524",95,NA
"4525",20,32
"4526",99,NA
"4527",81,89
"4528",99,NA
"4529",97,NA
"4530",95,NA
"4531",97,NA
"4532",95,NA
"4533",96,NA
"4534",92,NA
"4535",21,26
"4536",96,NA
"4537",102,NA
"4538",92,NA
"4539",92,NA
"4540",95,NA
"4541",97,NA
"4542",103,NA
"4543",102,NA
"4544",18,26
"4545",2,18
"4546",97,NA
"4547",95,NA
"4548",93,NA
"4549",99,NA
"4550",97,NA
"4551",92,NA
"4552",11,18
"4553",102,NA
"4554",96,NA
"4555",103,NA
"4556",104,NA
"4557",88,NA
"4558",99,NA
"4559",70,76
"4560",102,NA
"4561",92,NA
"4562",92,NA
"4563",93,NA
"4564",98,NA
"4565",96,NA
"4566",92,NA
"4567",96,NA
"4568",96,NA
"4569",97,NA
"4570",6,14
"4571",92,NA
"4572",97,NA
"4573",96,NA
"4574",92,NA
"4575",95,NA
"4576",96,NA
"4577",103,NA
"4578",99,NA
"4579",95,NA
"4580",102,NA
"4581",99,NA
"4582",95,NA
"4583",98,NA
"4584",97,NA
"4585",100,NA
"4586",99,NA
"4587",99,NA
"4588",97,NA
"4589",96,NA
"4590",93,NA
"4591",96,NA
"4592",47,56
"4593",95,NA
"4594",98,NA
"4595",95,NA
"4596",95,NA
"4597",92,NA
"4598",96,NA
"4599",35,42
"4600",96,NA
"4601",96,NA
"4602",99,NA
"4603",96,NA
"4604",99,NA
"4605",99,NA
"4606",99,NA
"4607",69,82
"4608",26,35
"4609",92,NA
"4610",98,NA
"4611",96,NA
"4612",97,NA
"4613",76,91
"4614",96,NA
"4615",98,NA
"4616",95,NA
"4617",102,NA
"4618",96,NA
"4619",96,NA
"4620",103,NA
"4621",103,NA
"4622",95,NA
"4623",97,NA
"4624",99,NA
"4625",12,18
"4626",83,89
"4627",102,NA
"4628",95,NA
"4629",103,NA
"4630",96,NA
"4631",13,21
"4632",102,NA
"4633",97,NA
"4634",103,NA
"4635",99,NA
"4636",92,NA
"4637",96,NA
"4638",97,NA
"4639",103,NA
"4640",103,NA
"4641",89,96
"4642",96,NA
"4643",98,NA
"4644",99,NA
"4645",92,NA
"4646",102,NA
"4647",95,NA
"4648",2,11
"4649",99,NA
"4650",92,NA
"4651",96,NA
"4652",103,NA
"4653",96,NA
"4654",13,18
"4655",103,NA
"4656",93,NA
"4657",102,NA
"4658",102,NA
"4659",98,NA
"4660",92,NA
"4661",97,NA
"4662",88,96
"4663",99,NA
"4664",11,18
"4665",102,NA
"4666",103,NA
"4667",97,NA
"4668",103,NA
"4669",13,21
"4670",97,NA
"4671",97,NA
"4672",102,NA
"4673",2,14
"4674",103,NA
"4675",99,NA
"4676",97,NA
"4677",98,NA
"4678",96,NA
"4679",83,NA
"4680",96,NA
"4681",98,NA
"4682",55,64
"4683",92,NA
"4684",98,NA
"4685",103,NA
"4686",99,NA
"4687",97,NA
"4688",95,NA
"4689",92,NA
"4690",97,NA
"4691",98,NA
"4692",92,NA
"4693",92,NA
"4694",95,NA
"4695",102,NA
"4696",92,NA
"4697",99,NA
"4698",98,NA
"4699",40,46
"4700",98,NA
"4701",96,NA
"4702",11,21
"4703",102,NA
"4704",88,96
"4705",97,NA
"4706",96,NA
"4707",92,NA
"4708",99,NA
"4709",20,28
"4710",18,34
"4711",97,NA
"4712",102,NA
"4713",99,NA
"4714",12,26
"4715",95,NA
"4716",96,NA
"4717",99,NA
"4718",95,NA
"4719",89,NA
"4720",88,NA
"4721",70,88
"4722",99,NA
"4723",93,NA
"4724",95,NA
"4725",100,NA
"4726",96,NA
"4727",95,NA
"4728",96,NA
"4729",2,12
"4730",96,NA
"4731",98,NA
"4732",92,NA
"4733",98,NA
"4734",92,NA
"4735",69,82
"4736",85,92
"4737",95,NA
"4738",96,NA
"4739",97,NA
"4740",95,NA
"4741",103,NA
"4742",92,NA
"4743",97,NA
"4744",96,NA
"4745",14,18
"4746",NA,2
"4747",97,NA
"4748",96,NA
"4749",103,NA
"4750",92,NA
"4751",103,NA
"4752",97,NA
"4753",89,97
"4754",92,NA
"4755",102,NA
"4756",98,NA
"4757",95,NA
"4758",92,NA
"4759",12,26
"4760",99,NA
"4761",13,18
"4762",95,NA
"4763",99,NA
"4764",92,NA
"4765",92,NA
"4766",92,NA
"4767",95,NA
"4768",97,NA
"4769",9,12
"4770",98,NA
"4771",96,NA
"4772",11,19
"4773",95,NA
"4774",102,NA
"4775",96,NA
"4776",97,NA
"4777",13,23
"4778",103,NA
"4779",95,NA
"4780",95,NA
"4781",97,NA
"4782",NA,26
"4783",96,NA
"4784",96,NA
"4785",100,NA
"4786",99,NA
"4787",99,NA
"4788",95,NA
"4789",53,60
"4790",102,NA
"4791",98,NA
"4792",NA,14
"4793",102,NA
"4794",13,26
"4795",98,NA
"4796",99,NA
"4797",95,NA
"4798",98,NA
"4799",95,NA
"4800",85,95
"4801",99,NA
"4802",88,97
"4803",13,19
"4804",92,NA
"4805",96,NA
"4806",96,NA
"4807",92,NA
"4808",102,NA
"4809",92,NA
"4810",103,NA
"4811",92,NA
"4812",92,NA
"4813",98,NA
"4814",92,NA
"4815",89,97
"4816",99,NA
"4817",103,NA
"4818",92,NA
"4819",98,NA
"4820",95,NA
"4821",102,NA
"4822",99,NA
"4823",95,NA
"4824",103,NA
"4825",81,96
"4826",99,NA
"4827",96,NA
"4828",99,NA
"4829",11,19
"4830",99,NA
"4831",102,NA
"4832",12,18
"4833",9,13
"4834",103,NA
"4835",18,26
"4836",91,92
"4837",102,NA
"4838",95,NA
"4839",95,NA
"4840",93,NA
"4841",95,NA
"4842",95,NA
"4843",18,26
"4844",98,NA
"4845",11,18
"4846",97,NA
"4847",99,NA
"4848",12,18
"4849",67,76
"4850",97,NA
"4851",98,NA
"4852",20,32
